input	lexicon	candidate	obs.prob	tab.prob	ABN	AFL	AFNL	AFLL
oE73_nak	oE_nak	oE_nak	.5	359	0	1	1	0
oE73_nak	oE_nak	oE_nek	.5	359	1	0	0	0
oe73_nak	oe_nak	oe_nak	.3	137	0	1	1	1
oe73_nak	oe_nak	oe_nek	.7	137	1	0	0	0
oi74_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi74_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE74_nak	oE_nak	oE_nak	.5	90	0	1	1	0
oE74_nak	oE_nak	oE_nek	.5	90	1	0	0	0
oe74_nak	oe_nak	oe_nak	.3	5	0	1	1	1
oe74_nak	oe_nak	oe_nek	.7	5	1	0	0	0
oi75_nak	oi_nak	oi_nak	.7	311	0	1	0	0
oi75_nak	oi_nak	oi_nek	.3	311	1	0	0	0
oE75_nak	oE_nak	oE_nak	.5	126	0	1	1	0
oE75_nak	oE_nak	oE_nek	.5	126	1	0	0	0
oe75_nak	oe_nak	oe_nak	.3	42	0	1	1	1
oe75_nak	oe_nak	oe_nek	.7	42	1	0	0	0
oi76_nak	oi_nak	oi_nak	.7	19	0	1	0	0
oi76_nak	oi_nak	oi_nek	.3	19	1	0	0	0
oE76_nak	oE_nak	oE_nak	.5	49	0	1	1	0
oE76_nak	oE_nak	oE_nek	.5	49	1	0	0	0
oe76_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe76_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi77_nak	oi_nak	oi_nak	.7	158	0	1	0	0
oi77_nak	oi_nak	oi_nek	.3	158	1	0	0	0
oE77_nak	oE_nak	oE_nak	.5	172	0	1	1	0
oE77_nak	oE_nak	oE_nek	.5	172	1	0	0	0
oe77_nak	oe_nak	oe_nak	.3	236	0	1	1	1
oe77_nak	oe_nak	oe_nek	.7	236	1	0	0	0
oi78_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi78_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE78_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE78_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe78_nak	oe_nak	oe_nak	.3	12	0	1	1	1
oe78_nak	oe_nak	oe_nek	.7	12	1	0	0	0
oi79_nak	oi_nak	oi_nak	.7	30	0	1	0	0
oi79_nak	oi_nak	oi_nek	.3	30	1	0	0	0
oE79_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE79_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe79_nak	oe_nak	oe_nak	.3	159	0	1	1	1
oe79_nak	oe_nak	oe_nek	.7	159	1	0	0	0
oi80_nak	oi_nak	oi_nak	.7	288	0	1	0	0
oi80_nak	oi_nak	oi_nek	.3	288	1	0	0	0
oE80_nak	oE_nak	oE_nak	.5	15	0	1	1	0
oE80_nak	oE_nak	oE_nek	.5	15	1	0	0	0
oe80_nak	oe_nak	oe_nak	.3	161	0	1	1	1
oe80_nak	oe_nak	oe_nek	.7	161	1	0	0	0
oi81_nak	oi_nak	oi_nak	.7	19	0	1	0	0
oi81_nak	oi_nak	oi_nek	.3	19	1	0	0	0
oE81_nak	oE_nak	oE_nak	.5	254	0	1	1	0
oE81_nak	oE_nak	oE_nek	.5	254	1	0	0	0
oe81_nak	oe_nak	oe_nak	.3	185	0	1	1	1
oe81_nak	oe_nak	oe_nek	.7	185	1	0	0	0
oi82_nak	oi_nak	oi_nak	.7	18	0	1	0	0
oi82_nak	oi_nak	oi_nek	.3	18	1	0	0	0
oE82_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE82_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe82_nak	oe_nak	oe_nak	.3	217	0	1	1	1
oe82_nak	oe_nak	oe_nek	.7	217	1	0	0	0
oi83_nak	oi_nak	oi_nak	.7	360	0	1	0	0
oi83_nak	oi_nak	oi_nek	.3	360	1	0	0	0
oE83_nak	oE_nak	oE_nak	.5	210	0	1	1	0
oE83_nak	oE_nak	oE_nek	.5	210	1	0	0	0
oe83_nak	oe_nak	oe_nak	.3	43	0	1	1	1
oe83_nak	oe_nak	oe_nek	.7	43	1	0	0	0
oi84_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi84_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE84_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE84_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe84_nak	oe_nak	oe_nak	.3	284	0	1	1	1
oe84_nak	oe_nak	oe_nek	.7	284	1	0	0	0
oi85_nak	oi_nak	oi_nak	.7	42	0	1	0	0
oi85_nak	oi_nak	oi_nek	.3	42	1	0	0	0
oE85_nak	oE_nak	oE_nak	.5	77	0	1	1	0
oE85_nak	oE_nak	oE_nek	.5	77	1	0	0	0
oe85_nak	oe_nak	oe_nak	.3	9	0	1	1	1
oe85_nak	oe_nak	oe_nek	.7	9	1	0	0	0
oi86_nak	oi_nak	oi_nak	.7	365	0	1	0	0
oi86_nak	oi_nak	oi_nek	.3	365	1	0	0	0
oE86_nak	oE_nak	oE_nak	.5	29	0	1	1	0
oE86_nak	oE_nak	oE_nek	.5	29	1	0	0	0
oe86_nak	oe_nak	oe_nak	.3	340	0	1	1	1
oe86_nak	oe_nak	oe_nek	.7	340	1	0	0	0
oi87_nak	oi_nak	oi_nak	.7	177	0	1	0	0
oi87_nak	oi_nak	oi_nek	.3	177	1	0	0	0
oE87_nak	oE_nak	oE_nak	.5	13	0	1	1	0
oE87_nak	oE_nak	oE_nek	.5	13	1	0	0	0
oe87_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe87_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi88_nak	oi_nak	oi_nak	.7	301	0	1	0	0
oi88_nak	oi_nak	oi_nek	.3	301	1	0	0	0
oE88_nak	oE_nak	oE_nak	.5	57	0	1	1	0
oE88_nak	oE_nak	oE_nek	.5	57	1	0	0	0
oe88_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe88_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi89_nak	oi_nak	oi_nak	.7	24	0	1	0	0
oi89_nak	oi_nak	oi_nek	.3	24	1	0	0	0
oE89_nak	oE_nak	oE_nak	.5	25	0	1	1	0
oE89_nak	oE_nak	oE_nek	.5	25	1	0	0	0
oe89_nak	oe_nak	oe_nak	.3	15	0	1	1	1
oe89_nak	oe_nak	oe_nek	.7	15	1	0	0	0
oi90_nak	oi_nak	oi_nak	.7	131	0	1	0	0
oi90_nak	oi_nak	oi_nek	.3	131	1	0	0	0
oE90_nak	oE_nak	oE_nak	.5	29	0	1	1	0
oE90_nak	oE_nak	oE_nek	.5	29	1	0	0	0
oe90_nak	oe_nak	oe_nak	.3	125	0	1	1	1
oe90_nak	oe_nak	oe_nek	.7	125	1	0	0	0
oi91_nak	oi_nak	oi_nak	.7	30	0	1	0	0
oi91_nak	oi_nak	oi_nek	.3	30	1	0	0	0
oE91_nak	oE_nak	oE_nak	.5	354	0	1	1	0
oE91_nak	oE_nak	oE_nek	.5	354	1	0	0	0
oe91_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe91_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi92_nak	oi_nak	oi_nak	.7	235	0	1	0	0
oi92_nak	oi_nak	oi_nek	.3	235	1	0	0	0
oE92_nak	oE_nak	oE_nak	.5	219	0	1	1	0
oE92_nak	oE_nak	oE_nek	.5	219	1	0	0	0
oe92_nak	oe_nak	oe_nak	.3	221	0	1	1	1
oe92_nak	oe_nak	oe_nek	.7	221	1	0	0	0
oi93_nak	oi_nak	oi_nak	.7	16	0	1	0	0
oi93_nak	oi_nak	oi_nek	.3	16	1	0	0	0
oE93_nak	oE_nak	oE_nak	.5	7	0	1	1	0
oE93_nak	oE_nak	oE_nek	.5	7	1	0	0	0
oe93_nak	oe_nak	oe_nak	.3	114	0	1	1	1
oe93_nak	oe_nak	oe_nek	.7	114	1	0	0	0
oi94_nak	oi_nak	oi_nak	.7	17	0	1	0	0
oi94_nak	oi_nak	oi_nek	.3	17	1	0	0	0
oE94_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE94_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe94_nak	oe_nak	oe_nak	.3	311	0	1	1	1
oe94_nak	oe_nak	oe_nek	.7	311	1	0	0	0
oi95_nak	oi_nak	oi_nak	.7	200	0	1	0	0
oi95_nak	oi_nak	oi_nek	.3	200	1	0	0	0
oE95_nak	oE_nak	oE_nak	.5	81	0	1	1	0
oE95_nak	oE_nak	oE_nek	.5	81	1	0	0	0
oe95_nak	oe_nak	oe_nak	.3	53	0	1	1	1
oe95_nak	oe_nak	oe_nek	.7	53	1	0	0	0
oi96_nak	oi_nak	oi_nak	.7	7	0	1	0	0
oi96_nak	oi_nak	oi_nek	.3	7	1	0	0	0
oE96_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE96_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe96_nak	oe_nak	oe_nak	.3	359	0	1	1	1
oe96_nak	oe_nak	oe_nek	.7	359	1	0	0	0
oi97_nak	oi_nak	oi_nak	.7	18	0	1	0	0
oi97_nak	oi_nak	oi_nek	.3	18	1	0	0	0
oE97_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE97_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe97_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe97_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi98_nak	oi_nak	oi_nak	.7	34	0	1	0	0
oi98_nak	oi_nak	oi_nek	.3	34	1	0	0	0
oE98_nak	oE_nak	oE_nak	.5	7	0	1	1	0
oE98_nak	oE_nak	oE_nek	.5	7	1	0	0	0
oe98_nak	oe_nak	oe_nak	.3	270	0	1	1	1
oe98_nak	oe_nak	oe_nek	.7	270	1	0	0	0
oi99_nak	oi_nak	oi_nak	.7	78	0	1	0	0
oi99_nak	oi_nak	oi_nek	.3	78	1	0	0	0
oE99_nak	oE_nak	oE_nak	.5	191	0	1	1	0
oE99_nak	oE_nak	oE_nek	.5	191	1	0	0	0
oe99_nak	oe_nak	oe_nak	.3	5	0	1	1	1
oe99_nak	oe_nak	oe_nek	.7	5	1	0	0	0
oi100_nak	oi_nak	oi_nak	.7	204	0	1	0	0
oi100_nak	oi_nak	oi_nek	.3	204	1	0	0	0
oE100_nak	oE_nak	oE_nak	.5	3	0	1	1	0
oE100_nak	oE_nak	oE_nek	.5	3	1	0	0	0
oe100_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe100_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi101_nak	oi_nak	oi_nak	.7	50	0	1	0	0
oi101_nak	oi_nak	oi_nek	.3	50	1	0	0	0
oE101_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE101_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe101_nak	oe_nak	oe_nak	.3	32	0	1	1	1
oe101_nak	oe_nak	oe_nek	.7	32	1	0	0	0
oi102_nak	oi_nak	oi_nak	.7	66	0	1	0	0
oi102_nak	oi_nak	oi_nek	.3	66	1	0	0	0
oE102_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE102_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe102_nak	oe_nak	oe_nak	.3	173	0	1	1	1
oe102_nak	oe_nak	oe_nek	.7	173	1	0	0	0
oi103_nak	oi_nak	oi_nak	.7	70	0	1	0	0
oi103_nak	oi_nak	oi_nek	.3	70	1	0	0	0
oE103_nak	oE_nak	oE_nak	.5	35	0	1	1	0
oE103_nak	oE_nak	oE_nek	.5	35	1	0	0	0
oe103_nak	oe_nak	oe_nak	.3	23	0	1	1	1
oe103_nak	oe_nak	oe_nek	.7	23	1	0	0	0
oi104_nak	oi_nak	oi_nak	.7	180	0	1	0	0
oi104_nak	oi_nak	oi_nek	.3	180	1	0	0	0
oE104_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE104_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe104_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe104_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi105_nak	oi_nak	oi_nak	.7	85	0	1	0	0
oi105_nak	oi_nak	oi_nek	.3	85	1	0	0	0
oE105_nak	oE_nak	oE_nak	.5	258	0	1	1	0
oE105_nak	oE_nak	oE_nek	.5	258	1	0	0	0
oe105_nak	oe_nak	oe_nak	.3	194	0	1	1	1
oe105_nak	oe_nak	oe_nek	.7	194	1	0	0	0
oi106_nak	oi_nak	oi_nak	.7	84	0	1	0	0
oi106_nak	oi_nak	oi_nek	.3	84	1	0	0	0
oE106_nak	oE_nak	oE_nak	.5	30	0	1	1	0
oE106_nak	oE_nak	oE_nek	.5	30	1	0	0	0
oe106_nak	oe_nak	oe_nak	.3	273	0	1	1	1
oe106_nak	oe_nak	oe_nek	.7	273	1	0	0	0
oi107_nak	oi_nak	oi_nak	.7	10	0	1	0	0
oi107_nak	oi_nak	oi_nek	.3	10	1	0	0	0
oE107_nak	oE_nak	oE_nak	.5	46	0	1	1	0
oE107_nak	oE_nak	oE_nek	.5	46	1	0	0	0
oe107_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe107_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi108_nak	oi_nak	oi_nak	.7	321	0	1	0	0
oi108_nak	oi_nak	oi_nek	.3	321	1	0	0	0
oE108_nak	oE_nak	oE_nak	.5	16	0	1	1	0
oE108_nak	oE_nak	oE_nek	.5	16	1	0	0	0
oe108_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe108_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi109_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi109_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE109_nak	oE_nak	oE_nak	.5	57	0	1	1	0
oE109_nak	oE_nak	oE_nek	.5	57	1	0	0	0
oe109_nak	oe_nak	oe_nak	.3	24	0	1	1	1
oe109_nak	oe_nak	oe_nek	.7	24	1	0	0	0
oi110_nak	oi_nak	oi_nak	.7	18	0	1	0	0
oi110_nak	oi_nak	oi_nek	.3	18	1	0	0	0
oE110_nak	oE_nak	oE_nak	.5	236	0	1	1	0
oE110_nak	oE_nak	oE_nek	.5	236	1	0	0	0
oe110_nak	oe_nak	oe_nak	.3	192	0	1	1	1
oe110_nak	oe_nak	oe_nek	.7	192	1	0	0	0
oi111_nak	oi_nak	oi_nak	.7	112	0	1	0	0
oi111_nak	oi_nak	oi_nek	.3	112	1	0	0	0
oE111_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE111_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe111_nak	oe_nak	oe_nak	.3	152	0	1	1	1
oe111_nak	oe_nak	oe_nek	.7	152	1	0	0	0
oi112_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi112_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE112_nak	oE_nak	oE_nak	.5	17	0	1	1	0
oE112_nak	oE_nak	oE_nek	.5	17	1	0	0	0
oe112_nak	oe_nak	oe_nak	.3	175	0	1	1	1
oe112_nak	oe_nak	oe_nek	.7	175	1	0	0	0
oi113_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi113_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE113_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE113_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe113_nak	oe_nak	oe_nak	.3	109	0	1	1	1
oe113_nak	oe_nak	oe_nek	.7	109	1	0	0	0
oi114_nak	oi_nak	oi_nak	.7	289	0	1	0	0
oi114_nak	oi_nak	oi_nek	.3	289	1	0	0	0
oE114_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE114_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe114_nak	oe_nak	oe_nak	.3	87	0	1	1	1
oe114_nak	oe_nak	oe_nek	.7	87	1	0	0	0
oi115_nak	oi_nak	oi_nak	.7	97	0	1	0	0
oi115_nak	oi_nak	oi_nek	.3	97	1	0	0	0
oE115_nak	oE_nak	oE_nak	.5	20	0	1	1	0
oE115_nak	oE_nak	oE_nek	.5	20	1	0	0	0
oe115_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe115_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi116_nak	oi_nak	oi_nak	.7	19	0	1	0	0
oi116_nak	oi_nak	oi_nek	.3	19	1	0	0	0
oE116_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE116_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe116_nak	oe_nak	oe_nak	.3	60	0	1	1	1
oe116_nak	oe_nak	oe_nek	.7	60	1	0	0	0
oi117_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi117_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE117_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE117_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe117_nak	oe_nak	oe_nak	.3	44	0	1	1	1
oe117_nak	oe_nak	oe_nek	.7	44	1	0	0	0
oi118_nak	oi_nak	oi_nak	.7	14	0	1	0	0
oi118_nak	oi_nak	oi_nek	.3	14	1	0	0	0
oE118_nak	oE_nak	oE_nak	.5	262	0	1	1	0
oE118_nak	oE_nak	oE_nek	.5	262	1	0	0	0
oe118_nak	oe_nak	oe_nak	.3	17	0	1	1	1
oe118_nak	oe_nak	oe_nek	.7	17	1	0	0	0
oi119_nak	oi_nak	oi_nak	.7	7	0	1	0	0
oi119_nak	oi_nak	oi_nek	.3	7	1	0	0	0
oE119_nak	oE_nak	oE_nak	.5	36	0	1	1	0
oE119_nak	oE_nak	oE_nek	.5	36	1	0	0	0
oe119_nak	oe_nak	oe_nak	.3	5	0	1	1	1
oe119_nak	oe_nak	oe_nek	.7	5	1	0	0	0
oi120_nak	oi_nak	oi_nak	.7	20	0	1	0	0
oi120_nak	oi_nak	oi_nek	.3	20	1	0	0	0
oE120_nak	oE_nak	oE_nak	.5	116	0	1	1	0
oE120_nak	oE_nak	oE_nek	.5	116	1	0	0	0
oe120_nak	oe_nak	oe_nak	.3	258	0	1	1	1
oe120_nak	oe_nak	oe_nek	.7	258	1	0	0	0
oi121_nak	oi_nak	oi_nak	.7	340	0	1	0	0
oi121_nak	oi_nak	oi_nek	.3	340	1	0	0	0
oE121_nak	oE_nak	oE_nak	.5	222	0	1	1	0
oE121_nak	oE_nak	oE_nek	.5	222	1	0	0	0
oe121_nak	oe_nak	oe_nak	.3	178	0	1	1	1
oe121_nak	oe_nak	oe_nek	.7	178	1	0	0	0
oi122_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi122_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE122_nak	oE_nak	oE_nak	.5	13	0	1	1	0
oE122_nak	oE_nak	oE_nek	.5	13	1	0	0	0
oe122_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe122_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi123_nak	oi_nak	oi_nak	.7	94	0	1	0	0
oi123_nak	oi_nak	oi_nek	.3	94	1	0	0	0
oE123_nak	oE_nak	oE_nak	.5	119	0	1	1	0
oE123_nak	oE_nak	oE_nek	.5	119	1	0	0	0
oe123_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe123_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi124_nak	oi_nak	oi_nak	.7	63	0	1	0	0
oi124_nak	oi_nak	oi_nek	.3	63	1	0	0	0
oE124_nak	oE_nak	oE_nak	.5	139	0	1	1	0
oE124_nak	oE_nak	oE_nek	.5	139	1	0	0	0
oe124_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe124_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi125_nak	oi_nak	oi_nak	.7	19	0	1	0	0
oi125_nak	oi_nak	oi_nek	.3	19	1	0	0	0
oE125_nak	oE_nak	oE_nak	.5	132	0	1	1	0
oE125_nak	oE_nak	oE_nek	.5	132	1	0	0	0
oe125_nak	oe_nak	oe_nak	.3	216	0	1	1	1
oe125_nak	oe_nak	oe_nek	.7	216	1	0	0	0
oi126_nak	oi_nak	oi_nak	.7	9	0	1	0	0
oi126_nak	oi_nak	oi_nek	.3	9	1	0	0	0
oE126_nak	oE_nak	oE_nak	.5	26	0	1	1	0
oE126_nak	oE_nak	oE_nek	.5	26	1	0	0	0
oe126_nak	oe_nak	oe_nak	.3	16	0	1	1	1
oe126_nak	oe_nak	oe_nek	.7	16	1	0	0	0
oi127_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi127_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE127_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE127_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe127_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe127_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi128_nak	oi_nak	oi_nak	.7	132	0	1	0	0
oi128_nak	oi_nak	oi_nek	.3	132	1	0	0	0
oE128_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE128_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe128_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe128_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi129_nak	oi_nak	oi_nak	.7	61	0	1	0	0
oi129_nak	oi_nak	oi_nek	.3	61	1	0	0	0
oE129_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE129_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe129_nak	oe_nak	oe_nak	.3	266	0	1	1	1
oe129_nak	oe_nak	oe_nek	.7	266	1	0	0	0
oi130_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi130_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE130_nak	oE_nak	oE_nak	.5	41	0	1	1	0
oE130_nak	oE_nak	oE_nek	.5	41	1	0	0	0
oe130_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe130_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi131_nak	oi_nak	oi_nak	.7	107	0	1	0	0
oi131_nak	oi_nak	oi_nek	.3	107	1	0	0	0
oE131_nak	oE_nak	oE_nak	.5	278	0	1	1	0
oE131_nak	oE_nak	oE_nek	.5	278	1	0	0	0
oe131_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe131_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi132_nak	oi_nak	oi_nak	.7	52	0	1	0	0
oi132_nak	oi_nak	oi_nek	.3	52	1	0	0	0
oE132_nak	oE_nak	oE_nak	.5	12	0	1	1	0
oE132_nak	oE_nak	oE_nek	.5	12	1	0	0	0
oe132_nak	oe_nak	oe_nak	.3	83	0	1	1	1
oe132_nak	oe_nak	oe_nek	.7	83	1	0	0	0
oi133_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi133_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE133_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE133_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe133_nak	oe_nak	oe_nak	.3	365	0	1	1	1
oe133_nak	oe_nak	oe_nek	.7	365	1	0	0	0
oi134_nak	oi_nak	oi_nak	.7	303	0	1	0	0
oi134_nak	oi_nak	oi_nek	.3	303	1	0	0	0
oE134_nak	oE_nak	oE_nak	.5	132	0	1	1	0
oE134_nak	oE_nak	oE_nek	.5	132	1	0	0	0
oe134_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe134_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi135_nak	oi_nak	oi_nak	.7	69	0	1	0	0
oi135_nak	oi_nak	oi_nek	.3	69	1	0	0	0
oE135_nak	oE_nak	oE_nak	.5	43	0	1	1	0
oE135_nak	oE_nak	oE_nek	.5	43	1	0	0	0
oe135_nak	oe_nak	oe_nak	.3	9	0	1	1	1
oe135_nak	oe_nak	oe_nek	.7	9	1	0	0	0
oi136_nak	oi_nak	oi_nak	.7	195	0	1	0	0
oi136_nak	oi_nak	oi_nek	.3	195	1	0	0	0
oE136_nak	oE_nak	oE_nak	.5	65	0	1	1	0
oE136_nak	oE_nak	oE_nek	.5	65	1	0	0	0
oe136_nak	oe_nak	oe_nak	.3	63	0	1	1	1
oe136_nak	oe_nak	oe_nek	.7	63	1	0	0	0
oi137_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi137_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE137_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE137_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe137_nak	oe_nak	oe_nak	.3	156	0	1	1	1
oe137_nak	oe_nak	oe_nek	.7	156	1	0	0	0
oi138_nak	oi_nak	oi_nak	.7	11	0	1	0	0
oi138_nak	oi_nak	oi_nek	.3	11	1	0	0	0
oE138_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE138_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe138_nak	oe_nak	oe_nak	.3	79	0	1	1	1
oe138_nak	oe_nak	oe_nek	.7	79	1	0	0	0
oi139_nak	oi_nak	oi_nak	.7	14	0	1	0	0
oi139_nak	oi_nak	oi_nek	.3	14	1	0	0	0
oE139_nak	oE_nak	oE_nak	.5	7	0	1	1	0
oE139_nak	oE_nak	oE_nek	.5	7	1	0	0	0
oe139_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe139_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi140_nak	oi_nak	oi_nak	.7	246	0	1	0	0
oi140_nak	oi_nak	oi_nek	.3	246	1	0	0	0
oE140_nak	oE_nak	oE_nak	.5	18	0	1	1	0
oE140_nak	oE_nak	oE_nek	.5	18	1	0	0	0
oe140_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe140_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi141_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi141_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE141_nak	oE_nak	oE_nak	.5	152	0	1	1	0
oE141_nak	oE_nak	oE_nek	.5	152	1	0	0	0
oe141_nak	oe_nak	oe_nak	.3	39	0	1	1	1
oe141_nak	oe_nak	oe_nek	.7	39	1	0	0	0
oi142_nak	oi_nak	oi_nak	.7	13	0	1	0	0
oi142_nak	oi_nak	oi_nek	.3	13	1	0	0	0
oE142_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE142_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe142_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe142_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi143_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi143_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE143_nak	oE_nak	oE_nak	.5	282	0	1	1	0
oE143_nak	oE_nak	oE_nek	.5	282	1	0	0	0
oe143_nak	oe_nak	oe_nak	.3	51	0	1	1	1
oe143_nak	oe_nak	oe_nek	.7	51	1	0	0	0
oi144_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi144_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE144_nak	oE_nak	oE_nak	.5	13	0	1	1	0
oE144_nak	oE_nak	oE_nek	.5	13	1	0	0	0
oe144_nak	oe_nak	oe_nak	.3	249	0	1	1	1
oe144_nak	oe_nak	oe_nek	.7	249	1	0	0	0
oi145_nak	oi_nak	oi_nak	.7	72	0	1	0	0
oi145_nak	oi_nak	oi_nek	.3	72	1	0	0	0
oE145_nak	oE_nak	oE_nak	.5	66	0	1	1	0
oE145_nak	oE_nak	oE_nek	.5	66	1	0	0	0
oe145_nak	oe_nak	oe_nak	.3	163	0	1	1	1
oe145_nak	oe_nak	oe_nek	.7	163	1	0	0	0
